fecha;stock;unidad;valor
2020-05-18;maiz;[ton];7896,76
2020-05-18;etanol;[m3];291,69
2020-05-18;ddgs;;128,0
2020-05-19;maiz;[ton];7732,4
2020-05-19;etanol;[m3];255,09
2020-05-19;ddgs;;154,0
2020-05-20;maiz;[ton];7349,44
2020-05-20;etanol;[m3];271,22
2020-05-20;ddgs;;216,0
2020-05-21;maiz;[ton];7313,38
2020-05-21;etanol;[m3];236,4
2020-05-21;ddgs;;299,0
2020-05-22;maiz;[ton];7388,38
2020-05-22;etanol;[m3];336,33
2020-05-22;ddgs;;349,0
2020-05-23;maiz;[ton];7477,86
2020-05-23;etanol;[m3];363,91
2020-05-23;ddgs;;398,0
2020-05-24;maiz;[ton];6858,66
2020-05-24;etanol;[m3];366,99
2020-05-24;ddgs;;466,0
2020-05-25;maiz;[ton];6239,46
2020-05-25;etanol;[m3];281,57
2020-05-25;ddgs;;533,0
2020-05-26;maiz;[ton];5557,0
2020-05-26;etanol;[m3];225,12
2020-05-26;ddgs;;586,0
2020-05-27;maiz;[ton];5155,0
2020-05-27;etanol;[m3];213,64
2020-05-27;ddgs;;662,0
2020-05-28;maiz;[ton];4940,0
2020-05-28;etanol;[m3];243,71
2020-05-28;ddgs;;735,0
2020-05-29;maiz;[ton];4985,0
2020-05-29;etanol;[m3];271,21
2020-05-29;ddgs;;814,0
2020-05-30;maiz;[ton];4866,0
2020-05-30;etanol;[m3];327,16
2020-05-30;ddgs;;695,0
2020-05-31;maiz;[ton];4338,0
2020-05-31;etanol;[m3];421,99
2020-05-31;ddgs;;745,0
2020-06-01;maiz;[ton];3800,0
2020-06-01;etanol;[m3];587,95
2020-06-01;ddgs;;835,0
2020-06-02;maiz;[ton];4164,7
2020-06-02;etanol;[m3];621,14
2020-06-02;ddgs;;909,0
2020-06-03;maiz;[ton];4379,28
2020-06-03;etanol;[m3];644,84
2020-06-03;ddgs;;891,0
2020-06-04;maiz;[ton];4869,28
2020-06-04;etanol;[m3];668,27
2020-06-04;ddgs;;978,0
2020-06-05;maiz;[ton];5014,28
2020-06-05;etanol;[m3];700,22
2020-06-05;ddgs;;1003,0
2020-06-06;maiz;[ton];5334,2
2020-06-06;etanol;[m3];641,05
2020-06-06;ddgs;;1003,0
2020-06-07;maiz;[ton];5752,36
2020-06-07;etanol;[m3];775,71
2020-06-07;ddgs;;1087,0
2020-06-08;maiz;[ton];5244,2
2020-06-08;etanol;[m3];616,4
2020-06-08;ddgs;;1157,0
2020-06-09;maiz;[ton];5473,58
2020-06-09;etanol;[m3];670,45
2020-06-09;ddgs;;1227,0
2020-06-10;maiz;[ton];5797,3
2020-06-10;etanol;[m3];540,53
2020-06-10;ddgs;;1297,0
2020-06-11;maiz;[ton];6311,76
2020-06-11;etanol;[m3];514,31
2020-06-11;ddgs;;1377,0
2020-06-12;maiz;[ton];6680,58
2020-06-12;etanol;[m3];565,79
2020-06-12;ddgs;;1435,0
2020-06-13;maiz;[ton];7165,84
2020-06-13;etanol;[m3];589,2
2020-06-13;ddgs;;1516,0
2020-06-14;maiz;[ton];7792,54
2020-06-14;etanol;[m3];483,48
2020-06-14;ddgs;;1555,0
2020-06-15;maiz;[ton];7353,34
2020-06-15;etanol;[m3];507,99
2020-06-15;ddgs;;1625,0
2020-06-16;maiz;[ton];8313,4
2020-06-16;etanol;[m3];541,14
2020-06-16;ddgs;;1684,0
2020-06-17;maiz;[ton];8608,4
2020-06-17;etanol;[m3];563,6
2020-06-17;ddgs;;1703,0
2020-06-18;maiz;[ton];9099,68
2020-06-18;etanol;[m3];586,68
2020-06-18;ddgs;;1698,0
2020-06-19;maiz;[ton];9333,4
2020-06-19;etanol;[m3];762,65
2020-06-19;ddgs;;1764,0
2020-06-20;maiz;[ton];9834,52
2020-06-20;etanol;[m3];822,55
2020-06-20;ddgs;;1834,0
2020-06-21;maiz;[ton];9378,96
2020-06-21;etanol;[m3];955,92
2020-06-21;ddgs;;1897,0
2020-06-22;maiz;[ton];8923,4
2020-06-22;etanol;[m3];785,37
2020-06-22;ddgs;;1962,0
2020-06-23;maiz;[ton];9013,4
2020-06-23;etanol;[m3];896,85
2020-06-23;ddgs;;1962,0
2020-06-24;maiz;[ton];9203,4
2020-06-24;etanol;[m3];884,64
2020-06-24;ddgs;;1808,0
2020-06-25;maiz;[ton];9363,4
2020-06-25;etanol;[m3];794,95
2020-06-25;ddgs;;1876,0
2020-06-26;maiz;[ton];9288,4
2020-06-26;etanol;[m3];667,09
2020-06-26;ddgs;;1956,0
2020-06-27;maiz;[ton];9280,48
2020-06-27;etanol;[m3];481,7
2020-06-27;ddgs;;2023,0
2020-06-28;maiz;[ton];8817,28
2020-06-28;etanol;[m3];654,54
2020-06-28;ddgs;;2110,0
2020-06-29;maiz;[ton];8343,4
2020-06-29;etanol;[m3];837,77
2020-06-29;ddgs;;2167,0
2020-06-30;maiz;[ton];8229,12
2020-06-30;etanol;[m3];1030,74
2020-06-30;ddgs;;2174,0
2020-07-01;maiz;[ton];8249,12
2020-07-01;etanol;[m3];1223,38
2020-07-01;ddgs;;2170,47
2020-07-02;maiz;[ton];8089,12
2020-07-02;etanol;[m3];1252,81
2020-07-02;ddgs;;2262,6
2020-07-03;maiz;[ton];8179,12
2020-07-03;etanol;[m3];1092,25
2020-07-03;ddgs;;2358,18
2020-07-04;maiz;[ton];8348,5
2020-07-04;etanol;[m3];1050,5
2020-07-04;ddgs;;2300,14
2020-07-05;maiz;[ton];7789,3
2020-07-05;etanol;[m3];960,4
2020-07-05;ddgs;;2379,13
2020-07-06;maiz;[ton];7279,12
2020-07-06;etanol;[m3];1020,45
2020-07-06;ddgs;;2456,73
2020-07-07;maiz;[ton];7374,12
2020-07-07;etanol;[m3];936,65
2020-07-07;ddgs;;2418,11
2020-07-08;maiz;[ton];7649,12
2020-07-08;etanol;[m3];732,42
2020-07-08;ddgs;;2479,88
2020-07-09;maiz;[ton];7674,12
2020-07-09;etanol;[m3];676,54
2020-07-09;ddgs;;2463,61
2020-07-10;maiz;[ton];7670,28
2020-07-10;etanol;[m3];535,84
2020-07-10;ddgs;;2551,27
2020-07-11;maiz;[ton];7094,28
2020-07-11;etanol;[m3];325,97
2020-07-11;ddgs;;2637,45
2020-07-12;maiz;[ton];6518,28
2020-07-12;etanol;[m3];209,53
2020-07-12;ddgs;;2709,23
2020-07-13;maiz;[ton];5903,0
2020-07-13;etanol;[m3];214,91
2020-07-13;ddgs;;2723,46
2020-07-14;maiz;[ton];5885,0
2020-07-14;etanol;[m3];207,09
2020-07-14;ddgs;;2476,72
2020-07-15;maiz;[ton];6137,58
2020-07-15;etanol;[m3];211,36
2020-07-15;ddgs;;2476,72
2020-07-16;maiz;[ton];6430,74
2020-07-16;etanol;[m3];197,15
2020-07-16;ddgs;;2476,72
2020-07-17;maiz;[ton];6863,64
2020-07-17;etanol;[m3];234,91
2020-07-17;ddgs;;2476,72
2020-07-18;maiz;[ton];7481,52
2020-07-18;etanol;[m3];267,78
2020-07-18;ddgs;;2499,8
2020-07-19;maiz;[ton];6917,52
2020-07-19;etanol;[m3];321,36
2020-07-19;ddgs;;2586,92
2020-07-20;maiz;[ton];6339,76
2020-07-20;etanol;[m3];235,69
2020-07-20;ddgs;;2673,99
2020-07-21;maiz;[ton];6580,54
2020-07-21;etanol;[m3];254,04
2020-07-21;ddgs;;2553,78
2020-07-22;maiz;[ton];6484,8
2020-07-22;etanol;[m3];244,98
2020-07-22;ddgs;;2533,3
2020-07-23;maiz;[ton];6688,04
2020-07-23;etanol;[m3];383,64
2020-07-23;ddgs;;2624,38
2020-07-24;maiz;[ton];6885,24
2020-07-24;etanol;[m3];460,12
2020-07-24;ddgs;;2586,94
2020-07-25;maiz;[ton];7441,14
2020-07-25;etanol;[m3];558,78
2020-07-25;ddgs;;2454,56
2020-07-26;maiz;[ton];7748,12
2020-07-26;etanol;[m3];641,48
2020-07-26;ddgs;;2527,58
2020-07-27;maiz;[ton];7161,14
2020-07-27;etanol;[m3];744,47
2020-07-27;ddgs;;2613,32
2020-07-28;maiz;[ton];7039,6
2020-07-28;etanol;[m3];921,72
2020-07-28;ddgs;;2649,21
2020-07-29;maiz;[ton];6829,6
2020-07-29;etanol;[m3];991,39
2020-07-29;ddgs;;2656,5
2020-07-30;maiz;[ton];6657,44
2020-07-30;etanol;[m3];990,26
2020-07-30;ddgs;;2755,3
2020-07-31;maiz;[ton];6997,44
2020-07-31;etanol;[m3];974,5
2020-07-31;ddgs;;2739,67
2020-08-01;maiz;[ton];7233,86
2020-08-01;etanol;[m3];822,16
2020-08-01;ddgs;;2651,51
2020-08-02;maiz;[ton];6657,86
2020-08-02;etanol;[m3];812,92
2020-08-02;ddgs;;2720,11
2020-08-03;maiz;[ton];6193,0
2020-08-03;etanol;[m3];882,95
2020-08-03;ddgs;;2720,11
2020-08-04;maiz;[ton];6003,0
2020-08-04;etanol;[m3];997,85
2020-08-04;ddgs;;2579,63
2020-08-05;maiz;[ton];5743,0
2020-08-05;etanol;[m3];1070,3
2020-08-05;ddgs;;2579,63
2020-08-06;maiz;[ton];6158,0
2020-08-06;etanol;[m3];1050,52
2020-08-06;ddgs;;2522,29
2020-08-07;maiz;[ton];6422,06
2020-08-07;etanol;[m3];1063,43
2020-08-07;ddgs;;2346,87
2020-08-08;maiz;[ton];7037,08
2020-08-08;etanol;[m3];985,73
2020-08-08;ddgs;;2115,98
2020-08-09;maiz;[ton];6492,28
2020-08-09;etanol;[m3];998,65
2020-08-09;ddgs;;2173,34
2020-08-10;maiz;[ton];5970,0
2020-08-10;etanol;[m3];966,88
2020-08-10;ddgs;;2231,48
2020-08-11;maiz;[ton];6235,0
2020-08-11;etanol;[m3];943,11
2020-08-11;ddgs;;2283,94
2020-08-12;maiz;[ton];6078,64
2020-08-12;etanol;[m3];965,79
2020-08-12;ddgs;;2254,64
2020-08-13;maiz;[ton];6008,64
2020-08-13;etanol;[m3];937,62
2020-08-13;ddgs;;2327,32
2020-08-14;maiz;[ton];5918,64
2020-08-14;etanol;[m3];923,0
2020-08-14;ddgs;;2283,02
2020-08-15;maiz;[ton];5850,62
2020-08-15;etanol;[m3];931,99
2020-08-15;ddgs;;2187,08
2020-08-16;maiz;[ton];5322,62
2020-08-16;etanol;[m3];1038,52
2020-08-16;ddgs;;2194,75
2020-08-17;maiz;[ton];4794,62
2020-08-17;etanol;[m3];898,48
2020-08-17;ddgs;;2219,29
2020-08-18;maiz;[ton];4108,64
2020-08-18;etanol;[m3];697,85
2020-08-18;ddgs;;2320,71
2020-08-19;maiz;[ton];3908,64
2020-08-19;etanol;[m3];485,9
2020-08-19;ddgs;;2284,53
2020-08-20;maiz;[ton];4025,02
2020-08-20;etanol;[m3];323,84
2020-08-20;ddgs;;2086,89
2020-08-21;maiz;[ton];4185,02
2020-08-21;etanol;[m3];232,81
2020-08-21;ddgs;;1884,23
2020-08-22;maiz;[ton];4656,22
2020-08-22;etanol;[m3];190,59
2020-08-22;ddgs;;1884,23
2020-08-23;maiz;[ton];4140,22
2020-08-23;etanol;[m3];167,92
2020-08-23;ddgs;;1884,23
2020-08-24;maiz;[ton];3605,02
2020-08-24;etanol;[m3];173,24
2020-08-24;ddgs;;1884,23
2020-08-25;maiz;[ton];4163,48
2020-08-25;etanol;[m3];192,52
2020-08-25;ddgs;;1623,45
2020-08-26;maiz;[ton];4888,48
2020-08-26;etanol;[m3];284,95
2020-08-26;ddgs;;1477,87
2020-08-27;maiz;[ton];5518,48
2020-08-27;etanol;[m3];482,5
2020-08-27;ddgs;;1285,64
2020-08-28;maiz;[ton];6358,44
2020-08-28;etanol;[m3];607,72
2020-08-28;ddgs;;1285,64
2020-08-29;maiz;[ton];7149,0
2020-08-29;etanol;[m3];656,41
2020-08-29;ddgs;;1285,64
2020-08-30;maiz;[ton];6865,75
2020-08-30;etanol;[m3];809,82
2020-08-30;ddgs;;1285,64
2020-08-31;maiz;[ton];6582,5
2020-08-31;etanol;[m3];963,94
2020-08-31;ddgs;;1285,64
2020-09-01;maiz;[ton];6699,78
2020-09-01;etanol;[m3];1156,72
2020-09-01;ddgs;;994,74
2020-09-02;maiz;[ton];7148,66
2020-09-02;etanol;[m3];1239,23
2020-09-02;ddgs;;966,0
2020-09-03;maiz;[ton];7470,42
2020-09-03;etanol;[m3];1241,44
2020-09-03;ddgs;;1013,59
2020-09-04;maiz;[ton];7844,94
2020-09-04;etanol;[m3];1190,85
2020-09-04;ddgs;;1059,88
2020-09-05;maiz;[ton];7967,52
2020-09-05;etanol;[m3];1132,86
2020-09-05;ddgs;;1141,44
2020-09-06;maiz;[ton];7463,52
2020-09-06;etanol;[m3];1088,4
2020-09-06;ddgs;;1206,67
2020-09-07;maiz;[ton];6989,94
2020-09-07;etanol;[m3];1102,05
2020-09-07;ddgs;;1291,76
2020-09-08;maiz;[ton];6794,94
2020-09-08;etanol;[m3];1200,07
2020-09-08;ddgs;;1334,17
2020-09-09;maiz;[ton];6699,94
2020-09-09;etanol;[m3];1209,27
2020-09-09;ddgs;;1402,87
2020-09-10;maiz;[ton];6709,94
2020-09-10;etanol;[m3];1221,21
2020-09-10;ddgs;;1094,33
2020-09-11;maiz;[ton];6714,94
2020-09-11;etanol;[m3];1276,46
2020-09-11;ddgs;;1155,02
2020-09-12;maiz;[ton];6794,38
2020-09-12;etanol;[m3];1215,17
2020-09-12;ddgs;;1204,08
2020-09-13;maiz;[ton];6266,38
2020-09-13;etanol;[m3];1175,57
2020-09-13;ddgs;;1279,27
2020-09-14;maiz;[ton];5817,5
2020-09-14;etanol;[m3];1012,53
2020-09-14;ddgs;;1310,42
2020-09-15;maiz;[ton];5896,28
2020-09-15;etanol;[m3];971,63
2020-09-15;ddgs;;1110,62
2020-09-16;maiz;[ton];5883,2
2020-09-16;etanol;[m3];1007,63
2020-09-16;ddgs;;1108,73
2020-09-17;maiz;[ton];5633,58
2020-09-17;etanol;[m3];978,78
2020-09-17;ddgs;;1164,55
2020-09-18;maiz;[ton];5751,92
2020-09-18;etanol;[m3];977,11
2020-09-18;ddgs;;1131,71
2020-09-19;maiz;[ton];6017,04
2020-09-19;etanol;[m3];959,75
2020-09-19;ddgs;;1201,44
2020-09-20;maiz;[ton];5489,04
2020-09-20;etanol;[m3];846,0
2020-09-20;ddgs;;1266,76
2020-09-21;maiz;[ton];4922,84
2020-09-21;etanol;[m3];827,04
2020-09-21;ddgs;;1338,52
2020-09-22;maiz;[ton];4608,86
2020-09-22;etanol;[m3];888,61
2020-09-22;ddgs;;1220,36
2020-09-23;maiz;[ton];4598,3
2020-09-23;etanol;[m3];866,37
2020-09-23;ddgs;;1272,89
2020-09-24;maiz;[ton];4891,46
2020-09-24;etanol;[m3];894,54
2020-09-24;ddgs;;1225,36
2020-09-25;maiz;[ton];5164,36
2020-09-25;etanol;[m3];873,54
2020-09-25;ddgs;;1223,46
2020-09-26;maiz;[ton];5256,04
2020-09-26;etanol;[m3];868,0
2020-09-26;ddgs;;1059,94
2020-09-27;maiz;[ton];4754,44
2020-09-27;etanol;[m3];956,81
2020-09-27;ddgs;;1134,39
2020-09-28;maiz;[ton];4221,38
2020-09-28;etanol;[m3];931,46
2020-09-28;ddgs;;1203,44
2020-09-29;maiz;[ton];4356,5
2020-09-29;etanol;[m3];767,6
2020-09-29;ddgs;;1285,84
2020-09-30;maiz;[ton];3861,5
2020-09-30;etanol;[m3];827,5
2020-09-30;ddgs;;1393,99
2020-10-01;maiz;[ton];3356,5
2020-10-01;etanol;[m3];964,0
2020-10-01;ddgs;;1456,8
2020-10-02;maiz;[ton];3131,5
2020-10-02;etanol;[m3];1157,66
2020-10-02;ddgs;;1497,7
2020-10-03;maiz;[ton];2958,84
2020-10-03;etanol;[m3];1246,0
2020-10-03;ddgs;;1521,36
2020-10-04;maiz;[ton];2535,68
2020-10-04;etanol;[m3];1400,62
2020-10-04;ddgs;;1551,0
2020-10-05;maiz;[ton];2535,68
2020-10-05;etanol;[m3];1566,7
2020-10-05;ddgs;;1664,76
2020-10-06;maiz;[ton];2535,68
2020-10-06;etanol;[m3];1757,59
2020-10-06;ddgs;;1731,37
2020-10-07;maiz;[ton];3023,42
2020-10-07;etanol;[m3];1933,89
2020-10-07;ddgs;;1634,68
2020-10-08;maiz;[ton];3666,82
2020-10-08;etanol;[m3];1973,37
2020-10-08;ddgs;;1634,68
2020-10-09;maiz;[ton];4584,84
2020-10-09;etanol;[m3];1973,45
2020-10-09;ddgs;;1606,54
2020-10-10;maiz;[ton];4926,62
2020-10-10;etanol;[m3];1973,46
2020-10-10;ddgs;;1606,54
2020-10-11;maiz;[ton];4926,62
2020-10-11;etanol;[m3];1973,46
2020-10-11;ddgs;;1606,54
2020-10-12;maiz;[ton];4926,62
2020-10-12;etanol;[m3];1973,46
2020-10-12;ddgs;;1606,54
2020-10-13;maiz;[ton];4926,62
2020-10-13;etanol;[m3];1973,46
2020-10-13;ddgs;;1606,54
2020-10-14;maiz;[ton];5170,0
2020-10-14;etanol;[m3];1973,46
2020-10-14;ddgs;;1606,54
2020-10-15;maiz;[ton];5005,0
2020-10-15;etanol;[m3];1900,9
2020-10-15;ddgs;;1463,5
2020-10-16;maiz;[ton];4760,0
2020-10-16;etanol;[m3];1900,9
2020-10-16;ddgs;;1403,52
2020-10-17;maiz;[ton];4876,0
2020-10-17;etanol;[m3];1826,24
2020-10-17;ddgs;;1319,16
2020-10-18;maiz;[ton];4410,0
2020-10-18;etanol;[m3];1778,37
2020-10-18;ddgs;;1319,16
2020-10-19;maiz;[ton];4065,0
2020-10-19;etanol;[m3];1748,0
2020-10-19;ddgs;;1337,61
2020-10-20;maiz;[ton];3665,0
2020-10-20;etanol;[m3];1681,34
2020-10-20;ddgs;;1197,93
2020-10-21;maiz;[ton];3680,0
2020-10-21;etanol;[m3];1392,79
2020-10-21;ddgs;;1197,93
2020-10-22;maiz;[ton];3505,0
2020-10-22;etanol;[m3];1331,77
2020-10-22;ddgs;;1226,76
2020-10-23;maiz;[ton];3270,0
2020-10-23;etanol;[m3];1257,87
2020-10-23;ddgs;;1306,41
2020-10-24;maiz;[ton];3149,76
2020-10-24;etanol;[m3];1068,15
2020-10-24;ddgs;;1375,09
2020-10-25;maiz;[ton];2465,76
2020-10-25;etanol;[m3];1011,42
2020-10-25;ddgs;;1440,8
2020-10-26;maiz;[ton];1775,0
2020-10-26;etanol;[m3];962,81
2020-10-26;ddgs;;1518,11
2020-10-27;maiz;[ton];1645,0
2020-10-27;etanol;[m3];845,22
2020-10-27;ddgs;;1529,03
2020-10-28;maiz;[ton];1250,34
2020-10-28;etanol;[m3];713,51
2020-10-28;ddgs;;1605,45
2020-10-29;maiz;[ton];1420,34
2020-10-29;etanol;[m3];672,66
2020-10-29;ddgs;;1709,46
2020-10-30;maiz;[ton];1435,34
2020-10-30;etanol;[m3];564,02
2020-10-30;ddgs;;1740,78
2020-10-31;maiz;[ton];1911,72
2020-10-31;etanol;[m3];525,86
2020-10-31;ddgs;;1853,12
2020-11-01;maiz;[ton];2422,64
2020-11-01;etanol;[m3];524,45
2020-11-01;ddgs;;1958,67
2020-11-02;maiz;[ton];1741,72
2020-11-02;etanol;[m3];339,93
2020-11-02;ddgs;;2065,85
2020-11-03;maiz;[ton];1836,0
2020-11-03;etanol;[m3];484,94
2020-11-03;ddgs;;2014,91
2020-11-04;maiz;[ton];2046,72
2020-11-04;etanol;[m3];468,58
2020-11-04;ddgs;;2118,01
2020-11-05;maiz;[ton];2201,72
2020-11-05;etanol;[m3];412,53
2020-11-05;ddgs;;2217,89
2020-11-06;maiz;[ton];2456,72
2020-11-06;etanol;[m3];354,07
2020-11-06;ddgs;;2318,53
2020-11-07;maiz;[ton];2687,84
2020-11-07;etanol;[m3];630,42
2020-11-07;ddgs;;2225,79
2020-11-08;maiz;[ton];2027,84
2020-11-08;etanol;[m3];906,25
2020-11-08;ddgs;;2322,97
2020-11-09;maiz;[ton];1856,72
2020-11-09;etanol;[m3];1181,95
2020-11-09;ddgs;;2414,92
2020-11-10;maiz;[ton];2488,58
2020-11-10;etanol;[m3];1405,13
2020-11-10;ddgs;;2352,97
2020-11-11;maiz;[ton];3055,62
2020-11-11;etanol;[m3];1632,71
2020-11-11;ddgs;;2335,22
2020-11-12;maiz;[ton];3694,66
2020-11-12;etanol;[m3];1700,23
2020-11-12;ddgs;;2280,76
2020-11-13;maiz;[ton];4452,7
2020-11-13;etanol;[m3];1700,23
2020-11-13;ddgs;;2138,44
2020-11-14;maiz;[ton];5119,9
2020-11-14;etanol;[m3];1700,23
2020-11-14;ddgs;;2138,44
2020-11-15;maiz;[ton];5119,9
2020-11-15;etanol;[m3];1700,23
2020-11-15;ddgs;;2138,44
2020-11-16;maiz;[ton];5119,9
2020-11-16;etanol;[m3];1700,23
2020-11-16;ddgs;;2138,44
2020-11-17;maiz;[ton];5603,24
2020-11-17;etanol;[m3];1700,23
2020-11-17;ddgs;;1994,06
2020-11-18;maiz;[ton];6362,06
2020-11-18;etanol;[m3];1700,23
2020-11-18;ddgs;;1824,94
2020-11-19;maiz;[ton];7228,42
2020-11-19;etanol;[m3];1700,23
2020-11-19;ddgs;;1824,94
2020-11-20;maiz;[ton];7560,88
2020-11-20;etanol;[m3];1700,23
2020-11-20;ddgs;;1824,94
2020-11-21;maiz;[ton];7886,56
2020-11-21;etanol;[m3];1700,23
2020-11-21;ddgs;;1824,94
2020-11-22;maiz;[ton];7886,56
2020-11-22;etanol;[m3];1700,23
2020-11-22;ddgs;;1824,94
2020-11-23;maiz;[ton];7886,56
2020-11-23;etanol;[m3];1700,23
2020-11-23;ddgs;;1824,94
2020-11-24;maiz;[ton];7886,56
2020-11-24;etanol;[m3];1700,23
2020-11-24;ddgs;;1824,94
2020-11-25;maiz;[ton];8035,4
2020-11-25;etanol;[m3];1700,23
2020-11-25;ddgs;;1597,88
2020-11-26;maiz;[ton];8153,4
2020-11-26;etanol;[m3];1700,23
2020-11-26;ddgs;;1516,94
2020-11-27;maiz;[ton];8572,4
2020-11-27;etanol;[m3];1700,23
2020-11-27;ddgs;;1516,94
2020-11-28;maiz;[ton];9142,8
2020-11-28;etanol;[m3];1700,23
2020-11-28;ddgs;;1516,94
2020-11-29;maiz;[ton];9142,8
2020-11-29;etanol;[m3];1700,23
2020-11-29;ddgs;;1516,94
2020-11-30;maiz;[ton];9142,24
2020-11-30;etanol;[m3];1700,23
2020-11-30;ddgs;;1516,94
2020-12-01;maiz;[ton];9394,8
2020-12-01;etanol;[m3];1700,23
2020-12-01;ddgs;;1344,52
2020-12-02;maiz;[ton];9607,8
2020-12-02;etanol;[m3];1700,23
2020-12-02;ddgs;;1344,52
2020-12-03;maiz;[ton];10001,8
2020-12-03;etanol;[m3];1700,23
2020-12-03;ddgs;;1344,52
2020-12-04;maiz;[ton];10342,84
2020-12-04;etanol;[m3];1700,23
2020-12-04;ddgs;;1176,68
2020-12-05;maiz;[ton];10681,62
2020-12-05;etanol;[m3];1700,23
2020-12-05;ddgs;;1176,68
2020-12-06;maiz;[ton];10681,62
2020-12-06;etanol;[m3];1700,23
2020-12-06;ddgs;;1176,68
2020-12-07;maiz;[ton];10681,62
2020-12-07;etanol;[m3];1700,23
2020-12-07;ddgs;;1176,68
2020-12-08;maiz;[ton];10681,62
2020-12-08;etanol;[m3];1700,23
2020-12-08;ddgs;;1176,68
2020-12-09;maiz;[ton];10681,62
2020-12-09;etanol;[m3];1700,23
2020-12-09;ddgs;;1176,68
2020-12-10;maiz;[ton];10834,62
2020-12-10;etanol;[m3];1699,23
2020-12-10;ddgs;;1176,68
2020-12-11;maiz;[ton];11165,52
2020-12-11;etanol;[m3];1699,23
2020-12-11;ddgs;;1176,68
2020-12-12;maiz;[ton];11467,86
2020-12-12;etanol;[m3];1699,23
2020-12-12;ddgs;;1061,72
2020-12-13;maiz;[ton];11467,86
2020-12-13;etanol;[m3];1699,23
2020-12-13;ddgs;;1061,72
2020-12-14;maiz;[ton];11467,86
2020-12-14;etanol;[m3];1699,23
2020-12-14;ddgs;;1061,72
2020-12-15;maiz;[ton];11467,86
2020-12-15;etanol;[m3];1699,23
2020-12-15;ddgs;;1061,72
2020-12-16;maiz;[ton];11467,86
2020-12-16;etanol;[m3];1699,23
2020-12-16;ddgs;;827,24
2020-12-17;maiz;[ton];11467,86
2020-12-17;etanol;[m3];1699,23
2020-12-17;ddgs;;827,24
2020-12-18;maiz;[ton];11467,86
2020-12-18;etanol;[m3];1699,23
2020-12-18;ddgs;;827,24
2020-12-19;maiz;[ton];11467,86
2020-12-19;etanol;[m3];1699,23
2020-12-19;ddgs;;827,24
2020-12-20;maiz;[ton];11467,86
2020-12-20;etanol;[m3];1587,47
2020-12-20;ddgs;;827,24
2020-12-21;maiz;[ton];11227,52
2020-12-21;etanol;[m3];1315,42
2020-12-21;ddgs;;827,24
2020-12-22;maiz;[ton];10827,52
2020-12-22;etanol;[m3];1112,56
2020-12-22;ddgs;;712,26
2020-12-23;maiz;[ton];10467,52
2020-12-23;etanol;[m3];864,58
2020-12-23;ddgs;;712,26
2020-12-24;maiz;[ton];10673,0
2020-12-24;etanol;[m3];546,42
2020-12-24;ddgs;;712,26
2020-12-25;maiz;[ton];10096,0
2020-12-25;etanol;[m3];515,2
2020-12-25;ddgs;;738,68
2020-12-26;maiz;[ton];9462,0
2020-12-26;etanol;[m3];480,12
2020-12-26;ddgs;;785,38
2020-12-27;maiz;[ton];8803,0
2020-12-27;etanol;[m3];352,77
2020-12-27;ddgs;;868,21
2020-12-28;maiz;[ton];8133,0
2020-12-28;etanol;[m3];305,13
2020-12-28;ddgs;;868,21
2020-12-29;maiz;[ton];7753,0
2020-12-29;etanol;[m3];216,37
2020-12-29;ddgs;;812,99
2020-12-30;maiz;[ton];7268,24
2020-12-30;etanol;[m3];224,22
2020-12-30;ddgs;;812,99
2020-12-31;maiz;[ton];7023,0
2020-12-31;etanol;[m3];216,32
2020-12-31;ddgs;;841,76
2021-01-01;maiz;[ton];6618,0
2021-01-01;etanol;[m3];260,78
2021-01-01;ddgs;;901,74
2021-01-02;maiz;[ton];5811,0
2021-01-02;etanol;[m3];300,18
2021-01-02;ddgs;;940,35
2021-01-03;maiz;[ton];5205,0
2021-01-03;etanol;[m3];285,44
2021-01-03;ddgs;;991,2
2021-01-04;maiz;[ton];4600,0
2021-01-04;etanol;[m3];231,38
2021-01-04;ddgs;;991,2
2021-01-05;maiz;[ton];4310,0
2021-01-05;etanol;[m3];266,21
2021-01-05;ddgs;;991,2
2021-01-06;maiz;[ton];4075,0
2021-01-06;etanol;[m3];218,11
2021-01-06;ddgs;;906,8
2021-01-07;maiz;[ton];3857,0
2021-01-07;etanol;[m3];357,58
2021-01-07;ddgs;;906,8
2021-01-08;maiz;[ton];3871,0
2021-01-08;etanol;[m3];438,19
2021-01-08;ddgs;;906,8
2021-01-09;maiz;[ton];3903,32
2021-01-09;etanol;[m3];352,3
2021-01-09;ddgs;;906,8
2021-01-10;maiz;[ton];3219,32
2021-01-10;etanol;[m3];259,84
2021-01-10;ddgs;;998,39
2021-01-11;maiz;[ton];2487,7
2021-01-11;etanol;[m3];233,85
2021-01-11;ddgs;;1078,49
2021-01-12;maiz;[ton];1930,0
2021-01-12;etanol;[m3];254,79
2021-01-12;ddgs;;1179,25
2021-01-13;maiz;[ton];1843,1
2021-01-13;etanol;[m3];331,94
2021-01-13;ddgs;;1157,75
2021-01-14;maiz;[ton];2149,82
2021-01-14;etanol;[m3];372,05
2021-01-14;ddgs;;1240,06
2021-01-15;maiz;[ton];2501,0
2021-01-15;etanol;[m3];416,23
2021-01-15;ddgs;;1325,62
2021-01-16;maiz;[ton];2963,3
2021-01-16;etanol;[m3];646,43
2021-01-16;ddgs;;1414,04
2021-01-17;maiz;[ton];3337,0
